,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,cuisine,latitude,longitude,address1,address2,address3,city,zip_code,state,country
23,BY5xsa3f1YAOs6eB1FCI1g,bamboo-seattle,Bamboo,https://s3-media1.fl.yelpcdn.com/bphoto/xP4i-P8wyguyhoB8fxUOLA/o.jpg,False,https://www.yelp.com/biz/bamboo-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,238.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$,+12065673399,(206) 567-3399,1737.288639291175,asianfusion,47.62179,-122.31297,345 15th Ave E,Ste 201,,Seattle,98112,WA,US
24,ISo9tLnd0pYbIkS-N98TfA,gokan-sushi-and-katsu-house-seattle,Gokan Sushi & Katsu House,https://s3-media2.fl.yelpcdn.com/bphoto/ryq31WpIzd4cNXE_ci9zmw/o.jpg,False,https://www.yelp.com/biz/gokan-sushi-and-katsu-house-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,298.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['delivery', 'pickup', 'restaurant_reservation']",$$,+12063253534,(206) 325-3534,1810.3914070930819,asianfusion,47.61315,-122.319632,954 E Union St,Ste 101,,Seattle,98122,WA,US
25,l6dwcgNyn-ROwguZd-46fA,chuan-bbq-seattle-7,Chuan BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/q5VzYIimB5TcCzkZEPJHvA/o.jpg,False,https://www.yelp.com/biz/chuan-bbq-seattle-7?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,133.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,['delivery'],$$,+12064540389,(206) 454-0389,6688.648829623034,asianfusion,47.68527,-122.34412,7714 Aurora Ave N,,,Seattle,98103,WA,US
26,5XwHWgN90kae2IeTe7eXOQ,beetle-cafe-seattle-4,Beetle Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/fCk4vAb_rBOcLlkO3kTM1w/o.jpg,False,https://www.yelp.com/biz/beetle-cafe-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,112.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'indonesian', 'title': 'Indonesian'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,['delivery'],$,+12065470977,(206) 547-0977,4281.842793869989,asianfusion,47.6608,-122.31283,4334 University Way NE,,,Seattle,98105,WA,US
27,hq6gIALemQa6qLANEG1vYQ,racha-thai-and-asian-kitchen-seattle,Racha Thai & Asian Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/-f9tRP0Dso4MiHlAX3vMPw/o.jpg,False,https://www.yelp.com/biz/racha-thai-and-asian-kitchen-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,515.0,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,+12062818883,(206) 281-8883,1514.989099827636,asianfusion,47.6243057250977,-122.35563659668,23 Mercer St,,,Seattle,98109,WA,US
28,w9TR9_rj_rtQCBu82i4xBA,the-triple-door-seattle,The Triple Door,https://s3-media3.fl.yelpcdn.com/bphoto/PNYGjHKJ2Pk88uwMjA4Qow/o.jpg,False,https://www.yelp.com/biz/the-triple-door-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,658.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",3.5,['delivery'],$$,+12068384333,(206) 838-4333,1859.5957692220654,asianfusion,47.6085441559553,-122.33749575913,216 Union St,,,Seattle,98101,WA,US
29,hPOm6RjAMhZYu9mVFmEwNA,trace-seattle,TRACE,https://s3-media1.fl.yelpcdn.com/bphoto/YiZKaA-zSvBzcnWdT_qwtw/o.jpg,False,https://www.yelp.com/biz/trace-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,173.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,['delivery'],$$,+12062646060,(206) 264-6060,2011.1946925719171,asianfusion,47.607376,-122.3336381,1112 4th Ave,,,Seattle,98101,WA,US
30,P9NgAzrjkUyUnsVQLQ7PGA,cheeky-cafe-seattle,Cheeky Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/k4P8e4Gjf_6c6F0fp1jj_g/o.jpg,False,https://www.yelp.com/biz/cheeky-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,356.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,+12063229895,(206) 322-9895,3470.8174400585276,asianfusion,47.5994529724121,-122.309623718262,1700 S Jackson St,,,Seattle,98144,WA,US
31,yB26NqC7_l-3_lx0drvS5A,congeez-seattle,Congeez,https://s3-media2.fl.yelpcdn.com/bphoto/m13U8KcvR7U70UKMwzzTiw/o.jpg,False,https://www.yelp.com/biz/congeez-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,105.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,['delivery'],$,+12065566498,(206) 556-6498,3183.882846071382,asianfusion,47.5973,-122.32751,604 5th Ave S,,,Seattle,98104,WA,US
32,iA6I1H8lVM5Tc1pzViKs7A,dragonfish-asian-cafe-seattle,Dragonfish Asian Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/wVQFDian-sch57_f3JNxNQ/o.jpg,False,https://www.yelp.com/biz/dragonfish-asian-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,914.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['pickup', 'delivery']",$$,+12064677777,(206) 467-7777,1375.5612361326484,asianfusion,47.613129125506,-122.33341593431,722 Pine St,,,Seattle,98101,WA,US
33,mnHqSFARAPHZsSJ8ZkXdMQ,jaes-asian-bistro-and-sushi-seattle,Jae's Asian Bistro & Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/wXBhkFNmWVzibivdhSyuFA/o.jpg,False,https://www.yelp.com/biz/jaes-asian-bistro-and-sushi-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,200.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$$,+12063230171,(206) 323-0171,2970.755528558471,asianfusion,47.62343,-122.2959,2801 E Madison St,,,Seattle,98112,WA,US
34,wv3u2Ou6S9AVXQdBKN-fHA,chibang-bar-by-kigo-seattle,Chibang Bar By Kigo,https://s3-media4.fl.yelpcdn.com/bphoto/2uuGdJGkKRYAZsEg6PZEXA/o.jpg,False,https://www.yelp.com/biz/chibang-bar-by-kigo-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,4.0,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],,+12068056225,(206) 805-6225,1042.6243012711386,asianfusion,47.61695,-122.32965,1730 Minor Ave,Ste 101B,,Seattle,98101,WA,US
35,OuIBnrO2mPgs-RKEgUIeCg,u-dupbop-seattle,U DupBop,https://s3-media1.fl.yelpcdn.com/bphoto/ShDrNBlkbDblo_LIOKmJTQ/o.jpg,False,https://www.yelp.com/biz/u-dupbop-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,17.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,[],$$,+12066326975,(206) 632-6975,3953.8760883520313,asianfusion,47.65774,-122.31289,4124 University Way NE,,,Seattle,98105,WA,US
36,yZanaa4fBSmyZiq5CxHkGQ,fort-st-george-seattle,Fort St. George,https://s3-media2.fl.yelpcdn.com/bphoto/6e5GJQt6GWohClDf8g0YXA/o.jpg,False,https://www.yelp.com/biz/fort-st-george-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,385.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"['pickup', 'delivery']",$$,+12063820662,(206) 382-0662,3109.611337852695,asianfusion,47.59819,-122.32598,601 S King St,Ste 202,,Seattle,98104,WA,US
37,XPJ3zTaQxnlx1k0IVRfzIw,snappy-dragon-seattle,Snappy Dragon,https://s3-media2.fl.yelpcdn.com/bphoto/1qxxdBhDvCbuTN-yefnDng/o.jpg,False,https://www.yelp.com/biz/snappy-dragon-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,769.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,+12065285575,(206) 528-5575,7706.78641688684,asianfusion,47.693703,-122.317879,8917 Roosevelt Way NE,,,Seattle,98115,WA,US
38,oRhY8XzVV0yjs75GMRJcXw,bang-bar-thai-restaurant-seattle,Bang Bar Thai Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/cJHsDQgSsoFZtbZ8yiksyA/o.jpg,False,https://www.yelp.com/biz/bang-bar-thai-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,433.0,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,+12069358888,(206) 935-8888,8264.765874922492,asianfusion,47.5595774575037,-122.386648098024,4750 California Ave SW,,,Seattle,98116,WA,US
39,FHIgybBztWLi58ti5K4CNQ,wongs-kitchen-and-bar-seattle,Wong's Kitchen and Bar,https://s3-media4.fl.yelpcdn.com/bphoto/pNmxJGXtDWVF6fyRBa6m0g/o.jpg,False,https://www.yelp.com/biz/wongs-kitchen-and-bar-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,172.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,['delivery'],$$,+12065249445,(206) 524-9445,8651.744386286455,asianfusion,47.6969337463379,-122.290168762207,9400 35th Ave NE,,,Seattle,98115,WA,US
40,UDsRbNycXhKU3M5dhVGm2g,buddha-bruddah-seattle-3,Buddha Bruddah,https://s3-media1.fl.yelpcdn.com/bphoto/96J3tt3su3D_MMSIZTp_uw/o.jpg,False,https://www.yelp.com/biz/buddha-bruddah-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,77.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",3.5,[],$,+12065564134,(206) 556-4134,853.5261628162853,asianfusion,47.6321449279785,-122.34651184082,,,,Seattle,98109,WA,US
41,azLM8o0wt9LHD-fN1a8ZnA,kigo-kitchen-seattle-7,Kigo Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/QyL92lgNU6jTfn_eGDBDwg/o.jpg,False,https://www.yelp.com/biz/kigo-kitchen-seattle-7?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,12.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['pickup', 'delivery']",,+12068056225,(206) 805-6225,1038.4533096768798,asianfusion,47.61691,-122.3298,1730 Minor Ave,,,Seattle,98101,WA,US
42,3wDHH-YWsNcA22cXVn3OeQ,satay-bar-seattle,Satay Bar,https://s3-media2.fl.yelpcdn.com/bphoto/MOL5pg5gruGHXKpZr7nOrA/o.jpg,False,https://www.yelp.com/biz/satay-bar-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,86.0,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$$,+12067833069,(206) 783-3069,7302.856466031423,asianfusion,47.68964,-122.35565,8317 Greenwood Ave N,,,Seattle,98103,WA,US
43,HPWy_xL_vfAcavh73X5lUg,mias-off-broadway-cafe-seattle,Mia's Off Broadway Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/oIKdCvqCV3XIu8C4SF9wkg/o.jpg,False,https://www.yelp.com/biz/mias-off-broadway-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,85.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,['delivery'],$,+12063254992,(206) 325-4992,1484.4729936043398,asianfusion,47.615394414104,-122.322429826601,1601 Harvard Ave,,,Seattle,98122,WA,US
44,2fHYJVNJKBm9Qdr7o_ykGg,harbor-café-seattle-2,Harbor Café,https://s3-media4.fl.yelpcdn.com/bphoto/ixyMs5PepqKp9v6CYjsvjg/o.jpg,False,https://www.yelp.com/biz/harbor-caf%C3%A9-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,136.0,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,['delivery'],$,+12063409908,(206) 340-9908,1781.8820218099881,asianfusion,47.6094036086078,-122.336325645447,1411 4th Ave,,,Seattle,98101,WA,US
45,v2oKARv9kd0LDlN98-G_VQ,village-sushi-seattle-2,Village Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/TzKkQe1QVKqgyVydPXdV7g/o.jpg,False,https://www.yelp.com/biz/village-sushi-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,88.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$$,+12069856870,(206) 985-6870,4895.727441409008,asianfusion,47.66684,-122.31325,5211 University Way NE,,,Seattle,98105,WA,US
46,Pr8Bfm1oH6iKv5vg9BOvLA,asia-ginger-teriyaki-seattle,Asia Ginger Teriyaki,https://s3-media3.fl.yelpcdn.com/bphoto/DWnfZQSt4zBEk3Fq-VCY4A/o.jpg,False,https://www.yelp.com/biz/asia-ginger-teriyaki-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,81.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,['delivery'],$,+12062640500,(206) 264-0500,2782.385946617349,asianfusion,47.60048,-122.33193,209 2nd Ave S,,,Seattle,98104,WA,US
47,AREMZKfrOUbrm1Dzt3Vr7A,bbs-teriyaki-grill-seattle-5,BB's Teriyaki Grill,https://s3-media2.fl.yelpcdn.com/bphoto/LqhuAlOyJbhK3RQ48fv6UA/o.jpg,False,https://www.yelp.com/biz/bbs-teriyaki-grill-seattle-5?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,6.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,[],,,,607.5068700652397,asianfusion,47.62021,-122.33815,210 Westlake Ave N,,,Seattle,98109,WA,US
48,a0dlZfb0veSMyqIzmJWkbw,phayathai-cuisine-seattle-2,Phayathai Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/V3QcRWvq9JY1plOJHZQJ1A/o.jpg,False,https://www.yelp.com/biz/phayathai-cuisine-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,265.0,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"['pickup', 'delivery']",$$,+12067292295,(206) 729-2295,7896.381134699597,asianfusion,47.693588,-122.305966,8917 Lake City Way NE,,,Seattle,98115,WA,US
49,JpiyL8by8ZAVz1y06eRrqg,bbs-teriyaki-grill-seattle,BB's Teriyaki Grill,https://s3-media4.fl.yelpcdn.com/bphoto/wdBOIAwHUBbUUPRvy0pJ3g/o.jpg,False,https://www.yelp.com/biz/bbs-teriyaki-grill-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,114.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,['delivery'],$,+12068769105,(206) 876-9105,4082.748878401659,asianfusion,47.65902,-122.31363,4221 University Way NE,,,Seattle,98105,WA,US
50,C8ZT659Wp4cr5wLR_UDukw,chef-liao-asian-fusion-cuisine-seattle,Chef Liao Asian Fusion Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/8zwtdoTAHpGtewQa8t011Q/o.jpg,False,https://www.yelp.com/biz/chef-liao-asian-fusion-cuisine-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,327.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"['delivery', 'pickup']",$$,+12067896441,(206) 789-6441,5460.371268530971,asianfusion,47.67299,-122.35418,6012 Phinney Ave N,,,Seattle,98103,WA,US
51,5vAZAotX6iYV8ZOu1B-S1A,sodo-poke-and-more-seattle,SoDo Poke and More,https://s3-media4.fl.yelpcdn.com/bphoto/04n3t8gqXG3itDo5FWSugA/o.jpg,False,https://www.yelp.com/biz/sodo-poke-and-more-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,45.0,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"['delivery', 'pickup']",$$,+12066594330,(206) 659-4330,4919.133120000805,asianfusion,47.58112,-122.33395,2420 1st Ave S,,,Seattle,98134,WA,US
52,a3pF_yFRbiNcD2cFDEQTSQ,teasome-seattle,Teasome,https://s3-media4.fl.yelpcdn.com/bphoto/yDHUCfQiE96jv7hh33CFZg/o.jpg,False,https://www.yelp.com/biz/teasome-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,163.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"['delivery', 'pickup']",$$,+12069132961,(206) 913-2961,5774.611215425172,asianfusion,47.6758,-122.35416,6412 Phinney Ave N,,,Seattle,98103,WA,US
53,WMlfcf1b6sDkjyLBeotfrg,rain-cafe-seattle,Rain Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/jBoO3HWaN1dzIJYsxTXTHw/o.jpg,False,https://www.yelp.com/biz/rain-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,352.0,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['delivery', 'pickup']",$$,+12065564677,(206) 556-4677,11066.524125468683,asianfusion,47.7250299,-122.3436,13200 Aurora Ave N,Ste C,,Seattle,98133,WA,US
54,w8kSl565P-JT544-heIj9w,i-heart-sushi-seattle,I Heart Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/pBHUoY7Rt0QYETTNFrZOvg/o.jpg,False,https://www.yelp.com/biz/i-heart-sushi-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,75.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'poke', 'title': 'Poke'}]",4.5,['delivery'],$$,+12069030294,(206) 903-0294,2659.1950905232306,asianfusion,47.60154,-122.3332,111 Yesler Way,,,Seattle,98104,WA,US
55,WlwnRmjnBauDD2VeJIyukg,bomba-fusion-seattle,Bomba Fusion,https://s3-media2.fl.yelpcdn.com/bphoto/5BsPukUNvvmzWHVby55rvg/o.jpg,False,https://www.yelp.com/biz/bomba-fusion-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,65.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",3.5,[],$,+12064075199,(206) 407-5199,533.6902272096218,asianfusion,47.6208758866409,-122.337806743439,,,,Seattle,98108,WA,US
56,2x240xjHxO1dUKqwM48LqQ,world-fresh-eatery-seattle,World Fresh Eatery,https://s3-media3.fl.yelpcdn.com/bphoto/YWjz3kpaBpYkr8GWXfmDSQ/o.jpg,False,https://www.yelp.com/biz/world-fresh-eatery-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,50.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,[],$,+12066821035,(206) 682-1035,2005.2370290437334,asianfusion,47.607385611979,-122.335605472326,1218 3rd Ave,Ste 102,,Seattle,98101,WA,US
57,R7x5NDkXDB_ZAAFrsklwxA,pho-saigon-seattle-2,Pho Saigon,https://s3-media3.fl.yelpcdn.com/bphoto/8YaMUcT26PubIgt4lNEvYg/o.jpg,False,https://www.yelp.com/biz/pho-saigon-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,99.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",3.5,['delivery'],$,+12066248155,(206) 624-8155,1945.654208397948,asianfusion,47.60934,-122.32563,1016 Madison St,,,Seattle,98104,WA,US
58,oMFl26J6ekjOvXj724gY-w,shanghai-garden-seattle-4,Shanghai Garden,https://s3-media4.fl.yelpcdn.com/bphoto/uq8Rx4R1X8H38tMCeH_jDw/o.jpg,False,https://www.yelp.com/biz/shanghai-garden-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,340.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,['delivery'],$$,+12066251688,(206) 625-1688,3163.85412680613,asianfusion,47.59766,-122.3262,524 6th Ave S,,,Seattle,98104,WA,US
59,vnSWbn1zcx2GKQphjejedg,marination-mobile-seattle-3,Marination Mobile,https://s3-media3.fl.yelpcdn.com/bphoto/vhddMkNw7Lp1rOnuzUXyJA/o.jpg,False,https://www.yelp.com/biz/marination-mobile-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,51.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.5,[],$,+12063288226,(206) 328-8226,853.5261628162853,asianfusion,47.6321449279785,-122.34651184082,,,,Seattle,98109,WA,US
